PK_TEMPO;DateKey;Promised Delivery Date;Actual Delivery Date;Invoice Date
581951b34e0e84908e197f9f6e0d5435a72ec8876915bd48cfb5db6b62d0afa7;20/10/2018;19/10/2019;19/10/2019;22/10/2018
875670aa580da86fcecfa106e4364628f5072cf0942c6fd440d362329d39b0ad;31/10/2017;31/10/2018;31/10/2018;02/11/2017
6c0df74392fe1fcb8ea8d9cc78db16bae6bdedc2be8e0d95f3c1e65f7d436292;28/11/2017;28/11/2018;28/11/2018;30/11/2017
5cb0813875269ca05bfa374e932818c0368298fb9fa820df0216b071089bf691;05/12/2017;04/12/2018;04/12/2018;07/12/2017
51dc0daf39a62693f82a7c318d0c8238d6596eab094487b499cca3d656a31c93;20/07/2018;19/07/2019;19/07/2019;22/07/2018
84e30277e919aa62252a8ff5373a16d6b8192e082b9699e8564e132c63b3e107;09/01/2017;09/01/2018;09/01/2018;12/01/2017
69bb868125a809473ebf3ae0f14a7c3e1cad784c192ec54df4c1a5a6499376b4;08/03/2017;08/03/2018;08/03/2018;10/03/2017
2e20129aa17a22f7493df63d8b05860b087e40f23a0d0b785b22df02c5e01a03;17/03/2018;17/03/2019;17/03/2019;19/03/2018
8e05cf381ed12e0aa860d44587f5425ec95d3210a72c044458d44c2eea51cc61;03/05/2018;29/04/2019;29/04/2019;05/05/2018
514bff85bd02875fb0cc153556f9755dcfaf7c5d05f7495ea83c19dd3f2d1bf2;19/09/2017;18/09/2018;18/09/2018;21/09/2017
843883307cf87cefbb5f39a78595840a0134fb4cff17190e303d56f8a4f3c6d1;05/12/2017;05/12/2018;05/12/2018;07/12/2017
4f365146b4d31af4cfc927f4087927387f28d3848872eba3ea5068558c7e337b;12/01/2019;12/01/2020;12/01/2020;14/01/2019
87c8988b2b3ccd59d14ba7c0a2de756899fc9bd7d2d32ddbf259bebd1d0a3e9a;26/02/2019;26/02/2020;26/02/2020;28/02/2019
2fb49a607a99ccdf375f3be2ab507bd5e9ad3fe6c5b6ea92b2b434e029c6d7a6;08/02/2017;05/02/2018;05/02/2018;11/02/2017
7794b707ec24de62a9b0ca43430aee35aad8a9b5689398cebe1642c3e6c806d4;23/02/2017;22/02/2018;22/02/2018;26/02/2017
37876670e961c542e0b63d11e29bbd6811b3d3012b7c3def67f1df35120953e2;27/03/2017;24/03/2018;24/03/2018;29/03/2017
eb6ded290a03aa19398decbd931c6b04708d8c531811fac73ef6e9e4beac30d6;04/04/2017;04/04/2018;04/04/2018;06/04/2017
69b2faa9ed63796ede3ed51975487ff3896c7336d00b1a49cfbe7e13751b9b79;20/12/2018;01/12/2019;01/12/2019;22/12/2018
9eda8b8ddc7688c35693923e918955ca56a45293879e63cb57b32154706abcff;25/02/2019;23/02/2020;23/02/2020;27/02/2019
3652b422eb6182c521ae60a5aaea2438c14dc08ef614c51babbceb41e3ec2787;04/01/2018;03/01/2019;03/01/2019;06/01/2018
b661b23dfd7bdccc66f95adfae235cfc353034cca98b75ca336d3ff2a4eaa96e;02/05/2017;02/05/2018;02/05/2018;04/05/2017
a0bf05c21a519e997f870910e1e6db868ac544d49970cd4d2760a627a791369c;06/05/2018;04/05/2019;04/05/2019;08/05/2018
bf4997bb93d248338dc4e2af7971c979eeb8ac6c5df4aaf6630aaf29e2d80b25;13/05/2018;11/05/2019;11/05/2019;15/05/2018
8094956f4f133ddff1cd8b9706ce5265be0460e597d9928fd1ae4a9850ba5b83;19/06/2017;23/06/2018;23/06/2018;21/06/2017
aec5f7808ec04c133fc9551470f0d096a091bad82d944f79b2a8ee8e13a73af9;08/07/2018;07/07/2019;07/07/2019;10/07/2018
62ee058e747ad1d9c757593863f2787cc97cd653cfe8b10e7e94ba3f98b560ad;27/09/2017;26/09/2018;26/09/2018;29/09/2017
a2b4423cde5df90804cce163c6ff8ec8acd24fe7136a61e880754afeb42a72db;27/10/2017;13/10/2018;13/10/2018;29/10/2017
a20b7b4f0845d510362d54a58998144c1c4e32e5c1abd903251bc63bf9a7f4de;09/12/2018;09/12/2019;09/12/2019;11/12/2018
35137172cfbe46576ffd88a31c81d76641c26a72851cb3f68962070264b81e16;14/09/2018;14/09/2019;14/09/2019;16/09/2018
343eb2f7bb977ccbe5fe72a249f93307ab67035af689cb00d8732f53c1faae48;04/05/2017;04/05/2018;04/05/2018;06/05/2017
3a969f811af439616ea2a49b693e66f15a7e8f7c173a87d776aea64729256adc;14/07/2018;12/07/2019;12/07/2019;16/07/2018
48594fb5ff953009ef63c94bb9ee46661aff98a53a15a71a5f9cd54acdb9e055;10/08/2018;29/04/2019;29/04/2019;12/08/2018
c0b0e56358048ecbc6e3d8c3a7796442da257883074ae51d40af14ada7e2318e;17/08/2017;18/08/2018;18/08/2018;19/08/2017
e014a1bd65193c7bb828031bc7e5272c0ef4593163a0275e2b9658bda8a9987d;25/12/2017;19/12/2018;19/12/2018;27/12/2017
2bb9883a43243f1f851391da9b7fdb6da6bc752b88845c19d37a1d6be242a56b;06/01/2019;06/01/2020;06/01/2020;08/01/2019
9cc4554b4d51be6034e1023d329f4f358966ec69a64bcf3d187d6f25bb8dc47d;03/03/2019;02/03/2020;02/03/2020;06/03/2019
b028c3140b108b55a529cdaf2abb6781e8a320424e431552facdf4384d694d0c;09/01/2018;09/01/2019;09/01/2019;11/01/2018
bde9b4f6ca29d0b746cf8a890f316650269d07782f326e376d2d7db033850bb8;13/09/2018;10/09/2019;10/09/2019;15/09/2018
b5556fdbb148c24b9078cca14f6b7426aade423777c568cb698743f671fc1fa4;08/11/2017;09/11/2018;09/11/2018;10/11/2017
c429c89176dbac7dea4d94af933e10b1e729f7baa56ecb3a4fd3e6ea89ab4889;06/08/2018;06/08/2019;06/08/2019;08/08/2018
21d9b13b16bc85d59b81d7c12e56de91a85b79f6654568e9ff1c40c29689bb91;19/02/2018;20/02/2019;20/02/2019;21/02/2018
4c2b861aedd2c26503eada5c2c7b88181dd9eb3878434774a6437a22b923bc21;23/03/2018;19/02/2019;19/02/2019;25/03/2018
4fc70fc056f4d2df8bdb91ee997ccfc562c48e60a8f1a8b0e805d68990da8ace;04/09/2017;04/09/2018;04/09/2018;06/09/2017
f5e25793e867df62cfed4ddd151673e2cc1a09c4eaf01eb1d820323e721b21dd;20/09/2018;20/09/2019;20/09/2019;22/09/2018
0d6c712d6c13bef37d9bfbc6e6523e3f3cb3ea9a0d43b5657beefbbcbf243ebf;16/11/2017;15/11/2018;15/11/2018;18/11/2017
3e6275098ffd886ddabfd664e40f94ffe591624ba1a32dcdf6cb7ae98eb27276;29/11/2017;29/11/2018;29/11/2018;01/12/2017
e6e38b4000921fcc7e7e80e487cb17c0a3c6e00631c44d9d845443a925c5ca14;20/01/2019;04/01/2020;04/01/2020;22/01/2019
6afca0db83bcf05678bcf5faaf320e9b4c2fa77efa620571053d7ae0c2bd5db3;05/02/2019;05/02/2020;05/02/2020;07/02/2019
a8f018976d681c17a2fdefb71a87ea968223186112ff5e017e141e481f3f5c43;15/01/2017;15/01/2018;15/01/2018;18/01/2017
7ea360fe99cb88928c9153999e96d140b715e79968bfae615c9c0534e34b28d3;22/03/2018;23/03/2019;23/03/2019;24/03/2018
96c7a3fdfe66013654f625f9d74b646352d8f154a35b04e85f3419f77b909ba3;23/03/2018;24/03/2019;24/03/2019;25/03/2018
d9f29dc1f8b521425d0570ad7c8b7a334140100bb0a23b78c07ad7c91e4e80b4;11/04/2017;11/04/2018;11/04/2018;13/04/2017
86c2fe71d57145931a7b4388f41a8302d669e076d28cf19ca3341c434a62938a;14/04/2018;12/04/2019;12/04/2019;16/04/2018
5f5af0335704eb4923d000ce080c2bfa4445af52fecae05a9d237ac8e630c946;28/04/2017;27/04/2018;27/04/2018;30/04/2017
75d6a43aefc7f3ce706f0ab9360acc5afa0d0f1db1355c723182e3df51d1c9f2;16/05/2017;15/05/2018;15/05/2018;18/05/2017
5a763cd1ee87ac306ad0812345a6d62933d265d561ccf5346c0e49aeda58aa65;08/09/2018;06/09/2019;06/09/2019;10/09/2018
fe576c230a185ea0f39ea087ca43d9507ca1bb04fa7d24044fd305a3002977aa;08/03/2019;08/03/2020;08/03/2020;11/03/2019
9f6186c0d688368ee2375d60dbba6fa5f11d6451f1a1f9d949f33c7f218489f1;27/04/2017;25/04/2018;25/04/2018;29/04/2017
a34e429cf909459f688aa13b10b4ece85707d39055acf03a2b5ddb2b5e44f7e9;28/06/2018;16/06/2019;16/06/2019;30/06/2018
1026b2761e4f6f6839af19c3885041a1a85125a811c6122e623a398f3a079fef;16/08/2018;13/08/2019;13/08/2019;18/08/2018
86d66db5419e1c1dd3c1ddbf51fcd23bea8d6d8190a54f4ee05a6139f2dd09c3;05/09/2017;06/09/2018;06/09/2018;07/09/2017
0f85078489aaffdb06cbb4077d566ba66655a6b27327b4af5eceb20daf1a3d2e;05/02/2019;08/02/2020;08/02/2020;07/02/2019
69edc6565a079c13be1a79b615c832d858da34e77aca5b2229e8e4744bd28b5a;02/03/2018;02/03/2019;02/03/2019;04/03/2018
288bb9466bbd997543e7667de01eb54bbcbc372203c78a0336bab85361454685;29/03/2017;29/03/2018;29/03/2018;31/03/2017
24e9fc7128d8170894d282f1e6244de9b75e21a7ebd896678ed791d5dc0a2de4;19/06/2017;19/06/2018;19/06/2018;21/06/2017
16d229a2d8c84bc2ca08cd186e63e8d09ce7688cbe323ddcab4ac8a2b7cb805c;17/06/2018;16/06/2019;16/06/2019;19/06/2018
57c4f3ea1d9ea6e0979a5863d1c60eb61f0626f11c7cf217226bb1894f86b525;19/07/2017;19/07/2018;19/07/2018;21/07/2017
ef85774ccd0aef9e043badaecbcb6c36982ce6f405b7de2b678558edcf12c11f;19/08/2018;20/08/2019;20/08/2019;21/08/2018
a1096edae65c9eb49a3206b5aeeb218079574dc0879669a8cf9c5895c88939aa;07/12/2017;08/12/2018;08/12/2018;09/12/2017
7ce47bb2f676c31e435494343f987ad406f858eef751af63a7e9434748bdb679;14/12/2018;13/12/2019;13/12/2019;16/12/2018
8c403b1f56c0e2ad527a3ba3cf34716fd49d79565272da1549e16b9ca8626632;03/02/2019;02/02/2020;02/02/2020;05/02/2019
163ec61ceaef35db0e2dfa2a17edcfab87a51d58abaa388552c377853737f61d;10/03/2019;09/03/2020;09/03/2020;13/03/2019
973e92c529607353defdab5d968cda7b807324c37b3391bc983b01caf705d5f9;09/01/2017;10/01/2018;10/01/2018;12/01/2017
43055d7d88865e8151303c13468c486a4ef42fe2846594e69f42733c392a90a7;22/06/2017;22/06/2018;22/06/2018;24/06/2017
170c2a611b9688be0dbf6c5b40b34a2868b375717b7a05d29922730be33d7b87;28/06/2018;29/06/2019;29/06/2019;30/06/2018
5f3cc0ef91da7f7854060ad6e65fa9d518ff18e3fb11265954cf463dd987004c;15/09/2017;15/09/2018;15/09/2018;17/09/2017
3b7af494f8c3f4d0478bc7f5a9671037ec0c88e17180407c66ee543b6f9daca6;07/12/2018;07/12/2019;07/12/2019;09/12/2018
05709e9e478f907695ea5986a2d39f96b5db73fdd8051d297cb2050006353700;08/01/2019;07/01/2020;07/01/2020;10/01/2019
6c4f25c41b61c044d8c507ce07c1593d0383bbe56034b8484cf311a334fcbded;17/03/2018;16/03/2019;16/03/2019;19/03/2018
eadf3e04e5963c3ec8577622507c33b1dd3cfa1f0b2619861fb67fdd9ec0edab;28/07/2018;12/07/2019;12/07/2019;30/07/2018
07717b8ed148b29f7339e893769cbb558680d763bd6c94b74d6cc4e9bb5a48a2;11/08/2017;09/08/2018;09/08/2018;13/08/2017
5fb9ef3fef4ac7ef2b3196e9414db255ccb9e5e48a86a8977ef8a65dc359d7fd;19/10/2017;18/10/2018;18/10/2018;21/10/2017
d806da385c93e3643d017659ef17e1adb587eaf3af5a218a4c17b739491d6874;25/11/2018;03/12/2019;03/12/2019;27/11/2018
f8d3033bd69b8c550f3a6c3f7289116d191b76ff3e795f7def00eaf475b078c1;30/11/2018;30/11/2019;30/11/2019;02/12/2018
ebcedc1cbc6ad246bea00377b0a050ce4b9b48fef2648cc8b2500dd1a54189e9;22/12/2018;22/12/2019;22/12/2019;24/12/2018
f5a35d083d78ccb708430fab68c48e0ddbeed76ce336637c08b1fd3b3df98f61;25/01/2019;22/01/2020;22/01/2020;27/01/2019
dea86734362a5c054cedfe3293f163d315af1e319d3eacca294e4ea3e5bdccb3;18/02/2019;17/02/2020;17/02/2020;20/02/2019
752e3e2f1de377f21c5e04b92d70b0f317155909965b28f9ef791b014e39b8d1;13/02/2017;13/02/2018;13/02/2018;16/02/2017
ed1a6566358b286d0ed9156b0892dd6766a961d1d3c5f1422209d434efe18d1b;29/04/2018;27/04/2019;27/04/2019;01/05/2018
fb1a1f397d1e1543a9fc2ab8423986873f09600abad557a88d03f976ced30f35;02/05/2017;01/05/2018;01/05/2018;04/05/2017
40ef8a36b4d0dd72d64c0d950b84146ce51b43ed00af60f6ad492475be932eb2;14/05/2018;14/05/2019;14/05/2019;16/05/2018
0fcb7ee2daec3d43c52be3699ed551f2de284cb1801d9c03c1ebbbf31090f6bd;17/10/2017;17/10/2018;17/10/2018;19/10/2017
07c0571f5c190641116824b1782778ba7af7a2963dc74f3627e970480c6540d7;21/10/2018;20/10/2019;20/10/2019;23/10/2018
7449d6182bff1cf9e76849b12fb08b6150acc9b6d1cf9a981362de349fe9e257;12/05/2018;12/05/2019;12/05/2019;14/05/2018
7b2525ba9e0c6a386b6be52ccb5ca7fd7485e2d72630b8174d3099eb91be059a;09/03/2017;09/03/2018;09/03/2018;11/03/2017
80dae64d5bb16dc8d009494786725bf30e5f03c13f3139c275a943191878a1d6;03/04/2017;03/04/2018;03/04/2018;05/04/2017
46666abea73782384e51d894720248b3879919f72251b6f96aa22cf0c4288bc2;20/04/2018;19/04/2019;19/04/2019;22/04/2018
3dc3eaacc6994e37279e6468342ca539396b2c351c51fa80ecccca768b789c76;27/07/2018;27/07/2019;27/07/2019;29/07/2018
02ceb95b75ad0df91e9335882a38688acd52250b7c3fb961c579c2f9ace02f76;10/03/2018;10/03/2019;10/03/2019;12/03/2018
0d151abf1431e9425e3372733406dacfb422c76918a01279c703a2d282f0320e;05/05/2018;04/05/2019;04/05/2019;07/05/2018
9d71f30632aa5ee6c36801fcfec85de376f76e751857c6b5734ac51b58d21693;22/05/2017;22/05/2018;22/05/2018;24/05/2017
730fc87d2ed86a78715485c1122c0c2f077b095ddce1127739d97d5c88c5cf5d;17/06/2017;19/06/2018;19/06/2018;19/06/2017
33c1011fd7ac8fec8d621ea449f834634b77073639cdadcf908e96dafe4af531;22/06/2018;23/06/2019;23/06/2019;24/06/2018
3d7eca6b9bc76b95e5d676b9eeb5573fb103aaf3d594011585d501ec2bc4481f;19/07/2018;16/07/2019;16/07/2019;21/07/2018
779f4440254fdadad1ef9ea2a98b22e84357109bbbae45ffde49e0db0a2f1893;28/07/2017;31/07/2018;31/07/2018;30/07/2017
928d133f7bc5004d2369606c74fd54e4320a621feb293b405884b917a5674629;23/08/2018;23/08/2019;23/08/2019;25/08/2018
09163c711c7c258d3483ce713dbdc1180e25d3b07c39f29fa475202d249574bd;04/10/2017;04/10/2018;04/10/2018;06/10/2017
f902cef608d8e3b6603ab89d951b731fd49a223f60b037e33eb9e6bec24c95c3;06/11/2017;06/11/2018;06/11/2018;08/11/2017
30a6ee942a72f6eeef55fc3e6874172308ceda61f03952f05f63cd8d56d1c301;02/02/2018;30/01/2019;30/01/2019;04/02/2018
78d5fb8707d6190e93c78fd6487bd462fda6af3885cf54c4ac50f21695fd0da6;07/05/2018;07/05/2019;07/05/2019;09/05/2018
651a1813e01ac284bca7df41d8e31de41b25099097a7bf6af3cb2f1b67c72ef4;24/06/2018;21/06/2019;21/06/2019;26/06/2018
a9730f0f941175f47822f9c86ba8ff14fe951cccde17dc671f63c9dade7959eb;07/07/2017;28/06/2018;28/06/2018;09/07/2017
206dbbd4475f9d351b0879b254d3df3985cd67974961421a20569c124c75703d;02/11/2017;01/11/2018;01/11/2018;04/11/2017
231dd2ee196a78198950e0362b9d24c5c6e104245288a6867f52b3cb456d70d0;08/11/2017;08/11/2018;08/11/2018;10/11/2017
78f204b3d48cbdd2c044560c022545449f8dacd1e73a4621108804b94330c9e2;07/02/2017;22/01/2018;22/01/2018;10/02/2017
4cb806af88aa50fab8996b6e2416551cb46eeeb0c0be997efdc5f3e92218b0ad;02/03/2017;01/03/2018;01/03/2018;04/03/2017
41f44610f06777926f0643c76cfc4c018671fc1e06b154d585ced76d20f57e2c;04/05/2018;03/05/2019;03/05/2019;06/05/2018
6252c7f7fe04c701f1fe1205a41a9da299775eccbe26a81997ee790e3c050eee;18/05/2018;18/05/2019;18/05/2019;20/05/2018
f5a9689f62137b412a4961ab0d85eec942514e216eaccf2b933cd4f5bd062fbf;07/06/2017;07/06/2018;07/06/2018;09/06/2017
2dc1a101dc64948848be6d3c4f8085f6334e78f907ef66ca891dd6922c1dc14b;16/06/2017;16/06/2018;16/06/2018;18/06/2017
ed5fd0f12fd7268f2b258d251e9ea4429a4a1f3fb8df3938b5cf1bf8a985ccbe;10/07/2017;10/07/2018;10/07/2018;12/07/2017
c6d48df497ce7a38cac3e63ae14f8fa9af981856aefd5d49b86d0615e402c1b5;12/07/2017;11/07/2018;11/07/2018;14/07/2017
62733f51f8a37dd28051b9832d2f5ab8c1b1c1249a7528c059faa4b389f9295b;13/10/2017;12/10/2018;12/10/2018;15/10/2017
c61c1c0f906d12877fcb135d5fe0a48ff7d3421f4bec31629ae259d4a16ec3e6;16/11/2018;15/11/2019;15/11/2019;18/11/2018
21a91ea946b489d83e826c932c838425b2a0c87525e1a368da6b795600740f45;26/11/2018;29/11/2019;29/11/2019;28/11/2018
10405027ec851310e1a46c86e10b65e2355a71faa9551bdea8e0c9a6c80201b7;09/12/2018;08/12/2019;08/12/2019;11/12/2018
896e8ccd2178d1c46073f66ada39f3a3c1ea02424b3058cc1201a8288c569b13;30/12/2017;31/12/2018;31/12/2018;01/01/2018
bfde0289c95e1f8f0d878e58dbd3206d953d430144937d107c07775229b804e6;30/07/2018;30/07/2019;30/07/2019;01/08/2018
258d20215b836bff4efacab2a31d93c7c823dd8897ef3f5682a19d7e64b883c9;08/12/2018;10/12/2019;10/12/2019;10/12/2018
6af42e3de47f0a08917f581a5f5b6675a318b3c43ab70143bfe026001f464c50;02/01/2018;02/01/2019;02/01/2019;04/01/2018
a6c163cfaa705d552b44346cf783280a8a113828a9472d6a85946aacc4bf3549;03/02/2018;02/02/2019;02/02/2019;05/02/2018
f58916166fa19eb3d9691679c7e78d5ac70fd756b0135f13c97325290ba95f5c;24/02/2018;23/02/2019;23/02/2019;26/02/2018
32784becbae69ee42527cd052dbb387e24579683859c6eef63d4f8d13e67c4bf;22/03/2018;22/03/2019;22/03/2019;24/03/2018
d5a28fde6dd680dc000932e7cdd8ac338e25676caebdd06ed164fb9a15188136;29/05/2017;26/05/2018;26/05/2018;31/05/2017
3e9d013721e29abb901ac7c182b34a0f974dbea0d727bf9156c9e23a8937e77d;16/06/2018;11/06/2019;11/06/2019;18/06/2018
c19f4406221607372f577e2e9574823c1224bf6c35e3b034e7a5e3b140a72e7a;24/07/2017;24/07/2018;24/07/2018;26/07/2017
c08eef631d8e308e6f50a04641ece9ff41cc2a2fd5a7ef338d72d73967399628;03/11/2018;28/10/2019;28/10/2019;05/11/2018
d240e8a09297105e022ba18efd7313c080703318bfb1ff8f306af8afc8f39b67;17/11/2017;13/11/2018;13/11/2018;19/11/2017
ab1132b915d482ee1c9756c189a6bd8a4c76c590b402310a0e7f8467075507e6;14/12/2017;15/12/2018;15/12/2018;16/12/2017
498ba3a7263dc4f50f4d05561172dd8312b29db999a65d006126c07160ad0b63;24/01/2017;22/01/2018;22/01/2018;27/01/2017
2d4c749db8c4c7a476cf59072145ee39f6a99b000c5fb9bfc229b2ebb62757b9;06/04/2017;12/04/2018;12/04/2018;08/04/2017
f546b307c454cbda743969a68c9ed142bdd9bdd9a68a7e98d5de362f10af2a13;27/04/2017;27/04/2018;27/04/2018;29/04/2017
0ef66ac6c4ec18533bf14b99b950f9e81f4d592ab3c717e11c61487313c8a0ea;10/05/2017;10/05/2018;10/05/2018;12/05/2017
8eb0d4ba9dd8cad3ceab1a257c9830f2e19f672e44ebced44244c7aca8872b02;14/06/2017;16/05/2018;16/05/2018;16/06/2017
b7919556b58e40da90ee03597f24b301f3d6be9bf8e0541e22a5a2dace739cc9;03/07/2017;26/06/2018;26/06/2018;05/07/2017
0c13204366ff8f406de72ee2d45ab304491c2e7fb8fd9c5ee0b5b8b19d064b06;09/01/2018;08/01/2019;08/01/2019;11/01/2018
9246fb19a4cfd854535dc57b4a09226188df52db908e71df5059f5d1ea63b385;20/01/2018;19/01/2019;19/01/2019;22/01/2018
a53dc10c714e499796470e3f08d1643471007516c026827bcf37d6e80ca5de84;16/02/2017;19/02/2018;19/02/2018;19/02/2017
20fe66790d3d0104ec032ecddfaac09b2ffc3db9985020b8723eb3a983fd1e4c;25/06/2018;23/06/2019;23/06/2019;27/06/2018
7662eea71a65c32fdac3ef6c836fd4093d08ab6bbb3ae1532fa713281ba96104;18/07/2017;18/07/2018;18/07/2018;20/07/2017
631ce4edececb0ee39e7e2388035a855873fa3c15e36ee14be3d288de37f8d00;09/11/2018;09/11/2019;09/11/2019;11/11/2018
688bfcb92bb3748e78d165525c5a886e94707b8c886a6713409a71d0c53b4498;16/12/2018;16/12/2019;16/12/2019;18/12/2018
b2e95d45a9dfdf712b1c6162f534c0756afd7af8dd8c3ac9ef60dc8c4f75ff62;05/09/2017;05/09/2018;05/09/2018;07/09/2017
24fa3a54ad8be961728af81811d80c5f1c2c63cb974432c3ba6bf0ebb5bad0eb;12/12/2017;12/12/2018;12/12/2018;14/12/2017
0c0de60785eadad76132d7b998e74a56ddf381c6a99a16ebf285250bef17bd7b;30/12/2018;30/12/2019;30/12/2019;01/01/2019
eac131a4163ee4f5d6ed1536f58b20787fa22b055428012c70b0669fcbb754f0;07/01/2019;06/01/2020;06/01/2020;09/01/2019
44746fffc1543397e1959bd8f48a1b78662ef9236ae0ec8e59e1298ab4d381bf;28/03/2017;27/03/2018;27/03/2018;30/03/2017
2b3144a2421e4c100c4a3e49430e75bffa0201a5b9bc62921e5453e6c236a1ed;14/06/2017;14/06/2018;14/06/2018;16/06/2017
b42df6d0a56fdd5b10a7945bbca48830f16dbe2ca8a28de757a6fbf2a7bc875e;24/09/2018;24/09/2019;24/09/2019;26/09/2018
c2126cc11c98cda6795349f84b0427b701806437ee7531397976456c3a246804;24/09/2018;27/09/2019;27/09/2019;26/09/2018
b4a79f06e73d0f3c4fad9b7abe8e09b0be7f2158d6522eb0caa270af81ad3b43;13/02/2018;16/02/2019;16/02/2019;15/02/2018
d7f5ea237c272bfd17670fbcbe53c791a3312258986ce0902eb7a28341ec3eaf;23/03/2018;23/03/2019;23/03/2019;25/03/2018
19c6f18e45d7a142625cc14a95738d9089b972e84cb18f1017a7432ff53fe7ca;30/04/2018;29/04/2019;29/04/2019;02/05/2018
8e88806f52391fa68e47c0e5cbb732130b45e45632a6b04f698ae2801093a3b3;01/06/2017;01/06/2018;01/06/2018;03/06/2017
defe3109fc396b2da670cb960bff3562bc17c4528167bd14bb7507b6c9289959;04/06/2018;20/05/2019;20/05/2019;06/06/2018
805f87138c056c7ae809c869f967229b8d15be4f362e405dfca70b5cbbd6cd65;12/07/2018;07/07/2019;07/07/2019;14/07/2018
c019ee2299fbd718bfc71f09cfeb950c3a38becae3fe0dd814e4c21293d92312;13/07/2018;12/07/2019;12/07/2019;15/07/2018
0990bd5cde93816e4c25c9be9df31bf54576be7e5aab9cdafe01b822e3c5c3f7;23/09/2018;30/09/2019;30/09/2019;25/09/2018
4f38d34a8ce1a87049de3edc8feddcbae10c0cc2f5c1c7aa7b98eb0e4ca05129;13/11/2017;13/11/2018;13/11/2018;15/11/2017
21902960cf7e64799b9b63611666965c69f47289a45c89a42bc712471195c8ab;01/12/2018;29/11/2019;29/11/2019;03/12/2018
5979d94777c927ce07896772fe3774157d9555f0fac389ce50ae21538c902391;29/01/2017;30/01/2018;30/01/2018;01/02/2017
1700fab09f30971decc420e055042c9ba4b2efd254d05fbed6b72dbec529e2bb;23/02/2018;20/02/2019;20/02/2019;25/02/2018
f2c799e60d7035a308a5386e3ae69e86bd4bc89b2c08dcd22ac3d75e44d3bc88;03/05/2017;03/05/2018;03/05/2018;05/05/2017
641ed9e453ac68ccc5d4b822362bb275636b05ce0c25e9fc2075bd9ea564202b;04/06/2018;04/06/2019;04/06/2019;06/06/2018
d8e91f50467269576d19b326a0de7bc7d88d6f9257d1dcf1164afc528d45eb48;06/06/2017;06/06/2018;06/06/2018;08/06/2017
baaf8375bee13c361fc5afae404a6802156d6d3446c2809d8d7b8b9ee59ad161;01/08/2017;02/08/2018;02/08/2018;03/08/2017
6fdda7f01c32353877277480c888c9007592d7ce8ec74f595b683f10dd6da968;22/08/2017;21/08/2018;21/08/2018;24/08/2017
84b7eacff93f45aa030c417289fb3885ac17d2e5b1dd744fe8da1261c118477f;25/08/2017;25/06/2018;25/06/2018;27/08/2017
0f0c1d37c7a228964985a757ed56e56a3d827fbae7d42b801f3ee7e05bb1a997;08/09/2018;09/09/2019;09/09/2019;10/09/2018
df37362b21024d9bd418b62b52a40e5625bb2408d87d1d04c591006d1ffc52f5;03/11/2018;18/10/2019;18/10/2019;05/11/2018
a2a164fa86bbfc1de16c8deeb5c7c3afd7996ed8005e7851d441a32987e8b856;04/11/2018;05/11/2019;05/11/2019;06/11/2018
3d4dfac8e87a101092f46b00230a43b377ff0ea24c5235ec0fce11862e78c78e;05/12/2017;02/11/2018;02/11/2018;07/12/2017
59399161fa64a29ee53e17ac398df50c003fc3033092381584f413117b23699f;30/01/2017;31/01/2018;31/01/2018;02/02/2017
5e1407aa6dcc4f6cc69393c378adf07e3e7c4987f6c81f0c5e18c639aaf4fc48;04/04/2017;05/04/2018;05/04/2018;06/04/2017
ff2362fa83c1a95d997c728a53c95aeaf5bda77548dab5ef4000955f916e9129;11/07/2017;10/07/2018;10/07/2018;13/07/2017
13f3066054e5192bab8c39d689afb304ec2eeb42fe5d30bbf30a3d9f2a501583;05/10/2017;05/10/2018;05/10/2018;07/10/2017
d5d471b1af1355932c17b11821af27b8761bdff41b61af4d8f449174d3c91677;06/01/2019;05/01/2020;05/01/2020;08/01/2019
b1d7755bcca7e86bd2e55f4d24c49bcd1972000d63a1ec6755f98910c293833e;15/01/2019;15/01/2020;15/01/2020;17/01/2019
c8dd896769cff1fddf7e2416d3819eb850f922f7471183610ed55ff82723a2d8;11/02/2018;10/02/2019;10/02/2019;13/02/2018
3cd1aa316abe19a77794b843aeddf7ccddb38f93e9d40bb0174f059a8733c47a;03/08/2017;03/08/2018;03/08/2018;05/08/2017
18040f65f4cc65b6eb823ec23f40ddbdf395caaacdb2d18cbcf3055512149277;17/08/2017;17/08/2018;17/08/2018;19/08/2017
f99b3f8e9fed184041d4b3785f03a7cc1a306fc89337156d90b01c646781df83;23/12/2018;22/12/2019;22/12/2019;25/12/2018
7374ab16151363b7c50933686ed538e7f4ad028a271fb944768f25ecd94f7f35;27/01/2019;27/01/2020;27/01/2020;29/01/2019
d48d865b7bf4ab895a1ccc6210fcf948801d8f93dcce7ebd31c60968df584e94;08/02/2017;08/02/2018;08/02/2018;11/02/2017
1d1ee85980d83c45e81d7b6249f48c4eaf4782e2e9d95500110697fd555af179;29/05/2017;27/05/2018;27/05/2018;31/05/2017
ddf5f8a245d8400019633ec58ad6a58d68bbc775b7e8080f15ba710b3e0d329e;04/06/2018;28/05/2019;28/05/2019;06/06/2018
e1aa4faedf52590ac29415a4959df37571dd871abd681bffb535ce7d39ff6539;02/09/2018;01/09/2019;01/09/2019;04/09/2018
